5267	623	1501	3
11875	1544	1501	3
931154	142439	1547	0
932300	142595	1783	1
935887	143151	1547	0
937033	143307	1783	1
940620	143863	1547	0
941766	144019	1783	1
945353	144575	1547	0
946499	144731	1783	1
950086	145287	1547	0
951232	145443	1783	1
954819	145999	1547	0
955965	146155	1783	1
959552	146711	1547	0
960698	146867	1783	1
964285	147423	1547	0
965431	147579	1783	1
969018	148135	1547	0
970164	148291	1783	1
973751	148847	1547	0
974897	149003	1783	1
978484	149559	1547	0
979630	149715	1783	1
983217	150271	1547	0
984363	150427	1783	1
987950	150983	1547	0
989096	151139	1783	1
992683	151695	1547	0
993829	151851	1783	1
997416	152407	1547	0
998562	152563	1783	1
1002149	153119	1547	0
1003295	153275	1783	1
1006882	153831	1547	0
1008028	153987	1783	1
1011615	154543	1547	0
1012761	154699	1783	1
1016348	155255	1547	0
1017494	155411	1783	1
1021081	155967	1547	0
1022227	156123	1783	1
1025814	156679	1547	0
1026960	156835	1783	1
1030547	157391	1547	0
1031693	157547	1783	1
1035280	158103	1547	0
1036426	158259	1783	1
1040013	158815	1547	0
1041159	158971	1783	1
1044746	159527	1547	0
1045892	159683	1783	1
1049479	160239	1547	0
1050625	160395	1783	1
1054212	160951	1547	0
1055358	161107	1783	1
1058945	161663	1547	0
1060091	161819	1783	1
1063678	162375	1547	0
1064824	162531	1783	1
1068411	163087	1547	0
1069557	163243	1783	1
1073144	163799	1547	0
1074290	163955	1783	1
1077877	164511	1547	0
1079023	164667	1783	1
1082610	165223	1547	0
1083756	165379	1783	1
1087343	165935	1547	0
1088489	166091	1783	1
1092076	166647	1547	0
1093222	166803	1783	1
1096809	167359	1547	0
1097955	167515	1783	1
1101542	168071	1547	0
1102688	168227	1783	1
1106275	168783	1547	0
1107421	168939	1783	1
1111008	169495	1547	0
1112154	169651	1783	1
1115741	170207	1547	0
1116887	170363	1783	1
1120474	170919	1547	0
1121620	171075	1783	1
1125207	171631	1547	0
1126353	171787	1783	1
1129940	172343	1547	0
1131086	172499	1783	1
1134673	173055	1547	0
1135819	173211	1783	1
1139406	173767	1547	0
1140552	173923	1783	1
1144139	174479	1547	0
1145285	174635	1783	1
1148872	175191	1547	0
1150018	175347	1783	1
1153605	175903	1547	0
1154751	176059	1783	1
1158338	176615	1547	0
1159484	176771	1783	1
1163071	177327	1547	0
1164217	177483	1783	1
1167804	178039	1547	0
1168950	178195	1783	1
1172537	178751	1547	0
1173683	178907	1783	1
1177270	179463	1547	0
1178416	179619	1783	1
1182003	180175	1547	0
1183149	180331	1783	1
1186736	180887	1547	0
1187882	181043	1783	1
1191469	181599	1547	0
1192615	181755	1783	1
1196202	182311	1547	0
1197348	182467	1783	1
1200935	183023	1547	0
1202081	183179	1783	1
1205668	183735	1547	0
1206814	183891	1783	1
1210401	184447	1547	0
1211547	184603	1783	1
1215134	185159	1547	0
1216280	185315	1783	1
1219867	185871	1547	0
1221013	186027	1783	1
1224600	186583	1547	0
1225746	186739	1783	1
1229333	187295	1547	0
1230479	187451	1783	1
1234066	188007	1547	0
1235212	188163	1783	1
1238799	188719	1547	0
1239945	188875	1783	1
1243532	189431	1547	0
1244678	189587	1783	1
1248265	190143	1547	0
1249411	190299	1783	1
1252998	190855	1547	0
1254144	191011	1783	1
1257731	191567	1547	0
1258877	191723	1783	1
1262464	192279	1547	0
1263610	192435	1783	1
1267197	192991	1547	0
1268343	193147	1783	1
1271930	193703	1547	0
1273076	193859	1783	1
1276663	194415	1547	0
1277809	194571	1783	1
1281396	195127	1547	0
1282542	195283	1783	1
1286129	195839	1547	0
1287275	195995	1783	1
1290862	196551	1547	0
1292008	196707	1783	1
1295595	197263	1547	0
1296741	197419	1783	1
1300328	197975	1547	0
1301474	198131	1783	1
1305061	198687	1547	0
1306207	198843	1783	1
1309794	199399	1547	0
1310940	199555	1783	1
1314527	200111	1547	0
1315673	200267	1783	1
1319260	200823	1547	0
1320406	200979	1783	1
1323993	201535	1547	0
1325139	201691	1783	1
1328726	202247	1547	0
1329872	202403	1783	1
1333459	202959	1547	0
1334605	203115	1783	1
1338192	203671	1547	0
1339338	203827	1783	1
1342925	204383	1547	0
1344071	204539	1783	1
1347658	205095	1547	0
1348804	205251	1783	1
1352391	205807	1547	0
1353537	205963	1783	1
1357124	206519	1547	0
1358270	206675	1783	1
1361857	207231	1547	0
1363003	207387	1783	1
1366590	207943	1547	0
1367736	208099	1783	1
1371323	208655	1547	0
1372469	208811	1783	1
1376056	209367	1547	0
1377202	209523	1783	1
1380789	210079	1547	0
1381935	210235	1783	1
1385522	210791	1547	0
